,Date,Team,Homeoraway,TeamWinPred,TeamScorePred,TeamOdds,TeamScore,Opponent,OpponentWinPred,OpponentScorePred,OpponentOdds,OpponentScore,GameTotal,Result,BetWinResult,Favourite,ScoredfromPred,ReceivedfromPred
185,2021.01.04,Cleveland Cavaliers,Away,47%,109,2.86,83,Orlando Magic,53%,111,1.44,103,186,Lose,-1,NotFav,-26,-8
186,2021.01.04,Dallas Mavericks,Away,50%,113,2.42,113,Houston Rockets,50%,112,1.6,100,213,Win,1.42,NotFav,0,-12
187,2021.01.04,Detroit Pistons,Away,16%,108,11.38,115,Milwaukee Bucks,84%,121,1.05,125,240,Lose,-1,NotFav,7,4
188,2021.01.04,Indiana Pacers,Away,55%,110,2.08,118,New Orleans Pelicans,45%,108,1.79,116,234,Win,1.08,NotFav,8,8
189,2021.01.04,New York Knicks,Away,36%,107,3.42,113,Atlanta Hawks,64%,112,1.33,108,221,Win,2.42,NotFav,6,-4
190,2021.01.04,Oklahoma City Thunder,Away,37%,104,4.39,90,Miami Heat,63%,109,1.23,118,208,Lose,-1,NotFav,-14,9
191,2021.01.04,Sacramento Kings,Away,69%,119,1.83,106,Golden State Warriors,31%,112,2.02,137,243,Lose,-1,Favourite,-13,25
192,2021.01.04,Toronto Raptors,Home,44%,107,1.42,114,Boston Celtics,56%,110,2.97,126,240,Lose,-1,Favourite,7,16
193,2021.01.04,Philadelphia 76ers,Home,71%,111,1.28,118,Charlotte Hornets,29%,104,3.86,101,219,Win,0.28,Favourite,7,-3
194,2021.01.04,Orlando Magic,Home,53%,111,1.44,103,Cleveland Cavaliers,47%,109,2.86,83,186,Win,0.44,Favourite,-8,-26
195,2021.01.04,Houston Rockets,Home,50%,112,1.6,100,Dallas Mavericks,50%,113,2.42,113,213,Lose,-1,Favourite,-12,0
196,2021.01.04,Milwaukee Bucks,Home,84%,121,1.05,125,Detroit Pistons,16%,108,11.38,115,240,Win,0.05,Favourite,4,7
197,2021.01.04,New Orleans Pelicans,Home,45%,108,1.79,116,Indiana Pacers,55%,110,2.08,118,234,Lose,-1,Favourite,8,8
198,2021.01.04,Atlanta Hawks,Home,64%,112,1.33,108,New York Knicks,36%,107,3.42,113,221,Lose,-1,Favourite,-4,6
199,2021.01.04,Miami Heat,Home,63%,109,1.23,118,Oklahoma City Thunder,37%,104,4.39,90,208,Win,0.23,Favourite,9,-14
200,2021.01.04,Golden State Warriors,Home,31%,112,2.02,137,Sacramento Kings,69%,119,1.83,106,243,Win,1.02,NotFav,25,-13
201,2021.01.05,Chicago Bulls,Away,38%,115,4.53,111,Portland Trail Blazers,62%,120,1.22,108,219,Win,3.53,NotFav,-4,-12
202,2021.01.05,Los Angeles Lakers,Away,72%,114,1.22,94,Memphis Grizzlies,28%,106,4.52,92,186,Win,0.22,Favourite,-20,-14
203,2021.01.05,Minnesota Timberwolves,Away,23%,110,5.68,116,Denver Nuggets,77%,120,1.16,123,239,Lose,-1,NotFav,6,3
204,2021.01.05,San Antonio Spurs,Away,27%,109,3.51,116,Los Angeles Clippers,73%,117,1.32,113,229,Win,2.51,NotFav,7,-4
205,2021.01.05,Utah Jazz,Away,52%,112,1.54,96,Brooklyn Nets,48%,111,2.56,130,226,Lose,-1,Favourite,-16,19
206,2021.01.05,Portland Trail Blazers,Home,62%,120,1.22,108,Chicago Bulls,38%,115,4.53,111,219,Lose,-1,Favourite,-12,-4
207,2021.01.05,Memphis Grizzlies,Home,28%,106,4.52,92,Los Angeles Lakers,72%,114,1.22,94,186,Lose,-1,NotFav,-14,-20
208,2021.01.05,Denver Nuggets,Home,77%,120,1.16,123,Minnesota Timberwolves,23%,110,5.68,116,239,Win,0.16,Favourite,3,6
209,2021.01.05,Los Angeles Clippers,Home,73%,117,1.32,113,San Antonio Spurs,27%,109,3.51,116,229,Lose,-1,Favourite,-4,7
210,2021.01.05,Brooklyn Nets,Home,48%,111,2.56,130,Utah Jazz,52%,112,1.54,96,226,Win,1.56,NotFav,19,-16
211,2021.01.06,Boston Celtics,Away,54%,109,2.21,107,Miami Heat,46%,107,1.7,105,212,Win,1.21,NotFav,-2,-2
212,2021.01.06,Charlotte Hornets,Away,33%,110,2.96,102,Atlanta Hawks,67%,116,1.42,94,196,Win,1.96,NotFav,-8,-22
213,2021.01.06,Chicago Bulls,Away,33%,112,3.32,124,Sacramento Kings,67%,118,1.35,128,252,Lose,-1,NotFav,12,10
214,2021.01.06,Cleveland Cavaliers,Away,47%,109,2.74,94,Orlando Magic,53%,111,1.48,105,199,Lose,-1,NotFav,-15,-6
215,2021.01.06,Detroit Pistons,Away,16%,108,6.54,115,Milwaukee Bucks,84%,121,1.12,130,245,Lose,-1,NotFav,7,9
216,2021.01.06,Houston Rockets,Away,35%,109,2.22,107,Indiana Pacers,65%,115,1.7,114,221,Lose,-1,NotFav,-2,-1
217,2021.01.06,Los Angeles Clippers,Away,82%,119,1.47,108,Golden State Warriors,18%,107,2.78,101,209,Win,0.47,Favourite,-11,-6
218,2021.01.06,Oklahoma City Thunder,Away,37%,104,3.78,111,New Orleans Pelicans,63%,109,1.29,110,221,Win,2.78,NotFav,7,1
219,2021.01.06,Toronto Raptors,Away,31%,101,2.28,115,Phoenix Suns,69%,107,1.66,123,238,Lose,-1,NotFav,14,16
220,2021.01.06,Utah Jazz,Away,60%,108,1.31,100,New York Knicks,40%,104,3.59,112,212,Lose,-1,Favourite,-8,8
221,2021.01.06,Washington Wizards,Away,28%,109,3.18,136,Philadelphia 76ers,72%,117,1.38,141,277,Lose,-1,NotFav,27,24
222,2021.01.06,Miami Heat,Home,46%,107,1.7,105,Boston Celtics,54%,109,2.21,107,212,Lose,-1,Favourite,-2,-2
223,2021.01.06,Atlanta Hawks,Home,67%,116,1.42,94,Charlotte Hornets,33%,110,2.96,102,196,Lose,-1,Favourite,-22,-8
224,2021.01.06,Sacramento Kings,Home,67%,118,1.35,128,Chicago Bulls,33%,112,3.32,124,252,Win,0.35,Favourite,10,12
225,2021.01.06,Orlando Magic,Home,53%,111,1.48,105,Cleveland Cavaliers,47%,109,2.74,94,199,Win,0.48,Favourite,-6,-15
226,2021.01.06,Milwaukee Bucks,Home,84%,121,1.12,130,Detroit Pistons,16%,108,6.54,115,245,Win,0.12,Favourite,9,7
227,2021.01.06,Indiana Pacers,Home,65%,115,1.7,114,Houston Rockets,35%,109,2.22,107,221,Win,0.7,Favourite,-1,-2
228,2021.01.06,Golden State Warriors,Home,18%,107,2.78,101,Los Angeles Clippers,82%,119,1.47,108,209,Lose,-1,NotFav,-6,-11
229,2021.01.06,New Orleans Pelicans,Home,63%,109,1.29,110,Oklahoma City Thunder,37%,104,3.78,111,221,Lose,-1,Favourite,1,7
230,2021.01.06,Phoenix Suns,Home,69%,107,1.66,123,Toronto Raptors,31%,101,2.28,115,238,Win,0.66,Favourite,16,14
231,2021.01.06,New York Knicks,Home,40%,104,3.59,112,Utah Jazz,60%,108,1.31,100,212,Win,2.59,NotFav,8,-8
232,2021.01.06,Philadelphia 76ers,Home,72%,117,1.38,141,Washington Wizards,28%,109,3.18,136,277,Win,0.38,Favourite,24,27
233,2021.01.07,Cleveland Cavaliers,Away,52%,111,2.8,94,Memphis Grizzlies,48%,109,1.47,90,184,Win,1.8,NotFav,-17,-19
234,2021.01.07,Dallas Mavericks,Away,45%,112,2.2,124,Denver Nuggets,55%,114,1.71,117,241,Win,1.2,NotFav,12,3
235,2021.01.07,Minnesota Timberwolves,Away,30%,113,4.87,117,Portland Trail Blazers,70%,120,1.2,135,252,Lose,-1,NotFav,4,15
236,2021.01.07,Philadelphia 76ers,Away,56%,112,1.56,109,Brooklyn Nets,44%,109,2.56,122,231,Lose,-1,Favourite,-3,13
237,2021.01.07,San Antonio Spurs,Away,26%,108,4.24,118,Los Angeles Lakers,74%,116,1.24,109,227,Win,3.24,NotFav,10,-7
238,2021.01.07,Memphis Grizzlies,Home,48%,109,1.47,90,Cleveland Cavaliers,52%,111,2.8,94,184,Lose,-1,Favourite,-19,-17
239,2021.01.07,Denver Nuggets,Home,55%,114,1.71,117,Dallas Mavericks,45%,112,2.2,124,241,Lose,-1,Favourite,3,12
240,2021.01.07,Portland Trail Blazers,Home,70%,120,1.2,135,Minnesota Timberwolves,30%,113,4.87,117,252,Win,0.2,Favourite,15,4
241,2021.01.07,Brooklyn Nets,Home,44%,109,2.56,122,Philadelphia 76ers,56%,112,1.56,109,231,Win,1.56,NotFav,13,-3
242,2021.01.07,Los Angeles Lakers,Home,74%,116,1.24,109,San Antonio Spurs,26%,108,4.24,118,227,Lose,-1,Favourite,-7,10
243,2021.01.08,Brooklyn Nets,Away,58%,116,1.88,110,Memphis Grizzlies,42%,112,1.96,115,225,Lose,-1,Favourite,-6,3
244,2021.01.08,Charlotte Hornets,Away,37%,106,3.37,118,New Orleans Pelicans,63%,111,1.35,110,228,Win,2.37,NotFav,12,-1
245,2021.01.08,Chicago Bulls,Away,18%,105,4.04,115,Los Angeles Lakers,82%,117,1.26,117,232,Lose,-1,NotFav,10,0
246,2021.01.08,Los Angeles Clippers,Away,82%,119,1.38,105,Golden State Warriors,18%,107,3.15,115,220,Lose,-1,Favourite,-14,8
247,2021.01.08,Oklahoma City Thunder,Away,43%,102,2.29,101,New York Knicks,57%,105,1.66,89,190,Win,1.29,NotFav,-1,-16
248,2021.01.08,Orlando Magic,Away,50%,112,3.33,90,Houston Rockets,50%,113,1.35,132,222,Lose,-1,NotFav,-22,19
249,2021.01.08,Phoenix Suns,Away,79%,112,1.31,105,Detroit Pistons,21%,102,3.63,110,215,Lose,-1,Favourite,-7,8
250,2021.01.08,Toronto Raptors,Away,50%,111,1.9,144,Sacramento Kings,50%,110,1.95,123,267,Win,0.9,Favourite,33,13
251,2021.01.08,Utah Jazz,Away,33%,110,3.01,131,Milwaukee Bucks,67%,116,1.42,118,249,Win,2.01,NotFav,21,2
252,2021.01.08,Washington Wizards,Away,31%,112,2.44,107,Boston Celtics,69%,119,1.6,116,223,Lose,-1,NotFav,-5,-3
253,2021.01.08,Memphis Grizzlies,Home,42%,112,1.96,115,Brooklyn Nets,58%,116,1.88,110,225,Win,0.96,NotFav,3,-6
254,2021.01.08,New Orleans Pelicans,Home,63%,111,1.35,110,Charlotte Hornets,37%,106,3.37,118,228,Lose,-1,Favourite,-1,12
255,2021.01.08,Los Angeles Lakers,Home,82%,117,1.26,117,Chicago Bulls,18%,105,4.04,115,232,Win,0.26,Favourite,0,10
256,2021.01.08,Golden State Warriors,Home,18%,107,3.15,115,Los Angeles Clippers,82%,119,1.38,105,220,Win,2.15,NotFav,8,-14
257,2021.01.08,New York Knicks,Home,57%,105,1.66,89,Oklahoma City Thunder,43%,102,2.29,101,190,Lose,-1,Favourite,-16,-1
258,2021.01.08,Houston Rockets,Home,50%,113,1.35,132,Orlando Magic,50%,112,3.33,90,222,Win,0.35,Favourite,19,-22
259,2021.01.08,Detroit Pistons,Home,21%,102,3.63,110,Phoenix Suns,79%,112,1.31,105,215,Win,2.63,NotFav,8,-7
260,2021.01.08,Sacramento Kings,Home,50%,110,1.95,123,Toronto Raptors,50%,111,1.9,144,267,Lose,-1,NotFav,13,33
261,2021.01.08,Milwaukee Bucks,Home,67%,116,1.42,118,Utah Jazz,33%,110,3.01,131,249,Lose,-1,Favourite,2,21
262,2021.01.08,Boston Celtics,Home,69%,119,1.6,116,Washington Wizards,31%,112,2.44,107,223,Win,0.6,Favourite,-3,-5
263,2021.01.09,Atlanta Hawks,Away,57%,114,1.52,105,Charlotte Hornets,43%,111,2.64,113,218,Lose,-1,Favourite,-9,2
264,2021.01.09,Cleveland Cavaliers,Away,23%,107,4.22,90,Milwaukee Bucks,77%,116,1.25,100,190,Lose,-1,NotFav,-17,-16
265,2021.01.09,Denver Nuggets,Away,31%,111,1.09,115,Philadelphia 76ers,69%,118,8.19,103,218,Win,0.09,Favourite,4,-15
266,2021.01.09,Miami Heat,Away,63%,116,1.17,128,Washington Wizards,37%,111,5.07,124,252,Win,0.17,Favourite,12,13
267,2021.01.09,Orlando Magic,Away,37%,107,3.02,98,Dallas Mavericks,63%,112,1.41,112,210,Lose,-1,NotFav,-9,0
268,2021.01.09,Phoenix Suns,Away,44%,107,2.27,125,Indiana Pacers,56%,110,1.68,117,242,Win,1.27,NotFav,18,7
269,2021.01.09,Portland Trail Blazers,Away,55%,121,1.5,125,Sacramento Kings,45%,118,2.72,99,224,Win,0.5,Favourite,4,-19
270,2021.01.09,San Antonio Spurs,Away,75%,121,1.63,125,Minnesota Timberwolves,25%,112,2.36,122,247,Win,0.63,Favourite,4,10
271,2021.01.09,Charlotte Hornets,Home,43%,111,2.64,113,Atlanta Hawks,57%,114,1.52,105,218,Win,1.64,NotFav,2,-9
272,2021.01.09,Milwaukee Bucks,Home,77%,116,1.25,100,Cleveland Cavaliers,23%,107,4.22,90,190,Win,0.25,Favourite,-16,-17
273,2021.01.09,Philadelphia 76ers,Home,69%,118,8.19,103,Denver Nuggets,31%,111,1.09,115,218,Lose,-1,NotFav,-15,4
274,2021.01.09,Washington Wizards,Home,37%,111,5.07,124,Miami Heat,63%,116,1.17,128,252,Lose,-1,NotFav,13,12
275,2021.01.09,Dallas Mavericks,Home,63%,112,1.41,112,Orlando Magic,37%,107,3.02,98,210,Win,0.41,Favourite,0,-9
276,2021.01.09,Indiana Pacers,Home,56%,110,1.68,117,Phoenix Suns,44%,107,2.27,125,242,Lose,-1,Favourite,7,18
277,2021.01.09,Sacramento Kings,Home,45%,118,2.72,99,Portland Trail Blazers,55%,121,1.5,125,224,Lose,-1,NotFav,-19,4
278,2021.01.09,Minnesota Timberwolves,Home,25%,112,2.36,122,San Antonio Spurs,75%,121,1.63,125,247,Lose,-1,NotFav,10,4
279,2021.01.10,Chicago Bulls,Away,27%,108,6.79,127,Los Angeles Clippers,73%,116,1.12,130,257,Lose,-1,NotFav,19,14
280,2021.01.10,Denver Nuggets,Away,47%,107,1.46,114,New York Knicks,53%,109,2.83,89,203,Win,0.46,Favourite,7,-20
281,2021.01.10,Los Angeles Lakers,Away,60%,111,1.55,120,Houston Rockets,40%,107,2.54,102,222,Win,0.55,Favourite,9,-5
282,2021.01.10,Oklahoma City Thunder,Away,27%,107,3.66,129,Brooklyn Nets,73%,115,1.3,116,245,Win,2.66,NotFav,22,1
283,2021.01.10,San Antonio Spurs,Away,72%,121,1.56,88,Minnesota Timberwolves,28%,113,2.52,96,184,Lose,-1,Favourite,-33,-17
284,2021.01.10,Toronto Raptors,Away,54%,115,1.72,105,Golden State Warriors,46%,113,2.19,106,211,Lose,-1,Favourite,-10,-7
285,2021.01.10,Utah Jazz,Away,59%,115,1.26,96,Detroit Pistons,41%,111,4.08,86,182,Win,0.26,Favourite,-19,-25
286,2021.01.10,Los Angeles Clippers,Home,73%,116,1.12,130,Chicago Bulls,27%,108,6.79,127,257,Win,0.12,Favourite,14,19
287,2021.01.10,New York Knicks,Home,53%,109,2.83,89,Denver Nuggets,47%,107,1.46,114,203,Lose,-1,NotFav,-20,7
288,2021.01.10,Houston Rockets,Home,40%,107,2.54,102,Los Angeles Lakers,60%,111,1.55,120,222,Lose,-1,NotFav,-5,9
289,2021.01.10,Brooklyn Nets,Home,73%,115,1.3,116,Oklahoma City Thunder,27%,107,3.66,129,245,Lose,-1,Favourite,1,22
290,2021.01.10,Minnesota Timberwolves,Home,28%,113,2.52,96,San Antonio Spurs,72%,121,1.56,88,184,Win,1.52,NotFav,-17,-33
291,2021.01.10,Golden State Warriors,Home,46%,113,2.19,106,Toronto Raptors,54%,115,1.72,105,211,Win,1.19,NotFav,-7,-10
292,2021.01.10,Detroit Pistons,Home,41%,111,4.08,86,Utah Jazz,59%,115,1.26,96,182,Lose,-1,NotFav,-25,-19
293,2021.01.11,Indiana Pacers,Away,72%,120,1.58,122,Sacramento Kings,28%,112,2.47,127,249,Lose,-1,Favourite,2,15
294,2021.01.11,Memphis Grizzlies,Away,56%,104,1.75,101,Cleveland Cavaliers,44%,101,2.13,91,192,Win,0.75,Favourite,-3,-10
295,2021.01.11,Milwaukee Bucks,Away,72%,118,1.19,121,Orlando Magic,28%,110,4.99,99,220,Win,0.19,Favourite,3,-11
296,2021.01.11,New York Knicks,Away,50%,103,2.64,88,Charlotte Hornets,50%,104,1.52,109,197,Lose,-1,NotFav,-15,5
297,2021.01.11,Philadelphia 76ers,Away,53%,114,2.94,94,Atlanta Hawks,47%,112,1.43,112,206,Lose,-1,NotFav,-20,0
298,2021.01.11,Phoenix Suns,Away,65%,118,1.39,107,Washington Wizards,35%,112,3.11,128,235,Lose,-1,Favourite,-11,16
299,2021.01.11,Toronto Raptors,Away,45%,116,2.61,111,Portland Trail Blazers,55%,119,1.53,112,223,Lose,-1,NotFav,-5,-7
300,2021.01.11,Sacramento Kings,Home,28%,112,2.47,127,Indiana Pacers,72%,120,1.58,122,249,Win,1.47,NotFav,15,2
301,2021.01.11,Cleveland Cavaliers,Home,44%,101,2.13,91,Memphis Grizzlies,56%,104,1.75,101,192,Lose,-1,NotFav,-10,-3
302,2021.01.11,Orlando Magic,Home,28%,110,4.99,99,Milwaukee Bucks,72%,118,1.19,121,220,Lose,-1,NotFav,-11,3
303,2021.01.11,Charlotte Hornets,Home,50%,104,1.52,109,New York Knicks,50%,103,2.64,88,197,Win,0.52,Favourite,5,-15
304,2021.01.11,Atlanta Hawks,Home,47%,112,1.43,112,Philadelphia 76ers,53%,114,2.94,94,206,Win,0.43,Favourite,0,-20
305,2021.01.11,Washington Wizards,Home,35%,112,3.11,128,Phoenix Suns,65%,118,1.39,107,235,Win,2.11,NotFav,16,-11
306,2021.01.11,Portland Trail Blazers,Home,55%,119,1.53,112,Toronto Raptors,45%,116,2.61,111,223,Win,0.53,Favourite,-7,-5
307,2021.01.12,Denver Nuggets,Away,36%,114,2.05,116,Brooklyn Nets,64%,120,1.81,122,238,Lose,-1,NotFav,2,2
308,2021.01.12,Indiana Pacers,Away,64%,118,2.36,104,Golden State Warriors,36%,112,1.64,95,199,Win,1.36,NotFav,-14,-17
309,2021.01.12,Los Angeles Lakers,Away,60%,111,1.53,117,Houston Rockets,40%,107,2.61,100,217,Win,0.53,Favourite,6,-7
310,2021.01.12,Miami Heat,Away,48%,107,3.93,134,Philadelphia 76ers,52%,108,1.27,137,271,Lose,-1,NotFav,27,29
311,2021.01.12,San Antonio Spurs,Away,57%,113,1.77,112,Oklahoma City Thunder,43%,110,2.11,102,214,Win,0.77,Favourite,-1,-8
312,2021.01.12,Utah Jazz,Away,58%,105,1.11,117,Cleveland Cavaliers,42%,102,7.09,87,204,Win,0.11,Favourite,12,-15
313,2021.01.12,Brooklyn Nets,Home,64%,120,1.81,122,Denver Nuggets,36%,114,2.05,116,238,Win,0.81,Favourite,2,2
314,2021.01.12,Golden State Warriors,Home,36%,112,1.64,95,Indiana Pacers,64%,118,2.36,104,199,Lose,-1,Favourite,-17,-14
315,2021.01.12,Houston Rockets,Home,40%,107,2.61,100,Los Angeles Lakers,60%,111,1.53,117,217,Lose,-1,NotFav,-7,6
316,2021.01.12,Philadelphia 76ers,Home,52%,108,1.27,137,Miami Heat,48%,107,3.93,134,271,Win,0.27,Favourite,29,27
317,2021.01.12,Oklahoma City Thunder,Home,43%,110,2.11,102,San Antonio Spurs,57%,113,1.77,112,214,Lose,-1,NotFav,-8,-1
318,2021.01.12,Cleveland Cavaliers,Home,42%,102,7.09,87,Utah Jazz,58%,105,1.11,117,204,Lose,-1,NotFav,-15,12
319,2021.01.13,Brooklyn Nets,Away,59%,111,1.67,116,New York Knicks,41%,107,2.28,109,225,Win,0.67,Favourite,5,2
320,2021.01.13,Dallas Mavericks,Away,58%,112,1.68,104,Charlotte Hornets,42%,108,2.25,93,197,Win,0.68,Favourite,-8,-15
321,2021.01.13,Los Angeles Lakers,Away,70%,110,1.18,128,Oklahoma City Thunder,30%,103,5.26,99,227,Win,0.18,Favourite,18,-4
322,2021.01.13,Memphis Grizzlies,Away,72%,116,2.15,118,Minnesota Timberwolves,28%,108,1.75,107,225,Win,1.15,NotFav,2,-1
323,2021.01.13,Milwaukee Bucks,Away,74%,122,1.18,110,Detroit Pistons,26%,113,5.32,101,211,Win,0.18,Favourite,-12,-12
324,2021.01.13,New Orleans Pelicans,Away,38%,107,5.18,106,Los Angeles Clippers,62%,112,1.18,111,217,Lose,-1,NotFav,-1,-1
325,2021.01.13,Portland Trail Blazers,Away,64%,122,1.51,132,Sacramento Kings,36%,116,2.67,126,258,Win,0.51,Favourite,10,10
326,2021.01.13,New York Knicks,Home,41%,107,2.28,109,Brooklyn Nets,59%,111,1.67,116,225,Lose,-1,NotFav,2,5
327,2021.01.13,Charlotte Hornets,Home,42%,108,2.25,93,Dallas Mavericks,58%,112,1.68,104,197,Lose,-1,NotFav,-15,-8
328,2021.01.13,Oklahoma City Thunder,Home,30%,103,5.26,99,Los Angeles Lakers,70%,110,1.18,128,227,Lose,-1,NotFav,-4,18
329,2021.01.13,Minnesota Timberwolves,Home,28%,108,1.75,107,Memphis Grizzlies,72%,116,2.15,118,225,Lose,-1,Favourite,-1,2
330,2021.01.13,Detroit Pistons,Home,26%,113,5.32,101,Milwaukee Bucks,74%,122,1.18,110,211,Lose,-1,NotFav,-12,-12
331,2021.01.13,Los Angeles Clippers,Home,62%,112,1.18,111,New Orleans Pelicans,38%,107,5.18,106,217,Win,0.18,Favourite,-1,-1
332,2021.01.13,Sacramento Kings,Home,36%,116,2.67,126,Portland Trail Blazers,64%,122,1.51,132,258,Lose,-1,NotFav,10,10
333,2021.01.14,Charlotte Hornets,Away,47%,107,4.57,108,Toronto Raptors,53%,109,1.22,111,219,Lose,-1,NotFav,1,2
334,2021.01.14,Golden State Warriors,Away,37%,111,2.62,104,Denver Nuggets,63%,116,1.53,114,218,Lose,-1,NotFav,-7,-2
335,2021.01.14,Houston Rockets,Away,40%,111,3.37,109,San Antonio Spurs,60%,115,1.34,105,214,Win,2.37,NotFav,-2,-10
336,2021.01.14,Indiana Pacers,Away,51%,117,2.26,111,Portland Trail Blazers,49%,116,1.68,87,198,Win,1.26,NotFav,-6,-29
337,2021.01.14,Miami Heat,Away,51%,112,3.95,108,Philadelphia 76ers,49%,111,1.27,125,233,Lose,-1,NotFav,-4,14
338,2021.01.14,Toronto Raptors,Home,53%,109,1.22,111,Charlotte Hornets,47%,107,4.57,108,219,Win,0.22,Favourite,2,1
339,2021.01.14,Denver Nuggets,Home,63%,116,1.53,114,Golden State Warriors,37%,111,2.62,104,218,Win,0.53,Favourite,-2,-7
340,2021.01.14,San Antonio Spurs,Home,60%,115,1.34,105,Houston Rockets,40%,111,3.37,109,214,Lose,-1,Favourite,-10,-2
341,2021.01.14,Portland Trail Blazers,Home,49%,116,1.68,87,Indiana Pacers,51%,117,2.26,111,198,Lose,-1,Favourite,-29,-6
342,2021.01.14,Philadelphia 76ers,Home,49%,111,1.27,125,Miami Heat,51%,112,3.95,108,233,Win,0.27,Favourite,14,-4
343,2021.01.15,Atlanta Hawks,Away,45%,110,3.08,92,Utah Jazz,55%,112,1.4,116,208,Lose,-1,NotFav,-18,4
344,2021.01.15,Chicago Bulls,Away,49%,112,1.74,125,Oklahoma City Thunder,51%,113,2.16,127,252,Lose,-1,Favourite,13,14
345,2021.01.15,Dallas Mavericks,Away,35%,110,3.55,109,Milwaukee Bucks,65%,116,1.32,112,221,Lose,-1,NotFav,-1,-4
346,2021.01.15,Los Angeles Clippers,Away,70%,120,1.36,138,Sacramento Kings,30%,112,3.3,100,238,Win,0.36,Favourite,18,-12
347,2021.01.15,New Orleans Pelicans,Away,25%,105,4.37,95,Los Angeles Lakers,75%,113,1.24,112,207,Lose,-1,NotFav,-10,-1
348,2021.01.15,New York Knicks,Away,55%,100,1.76,103,Cleveland Cavaliers,45%,98,2.13,106,209,Lose,-1,Favourite,3,8
349,2021.01.15,Orlando Magic,Away,26%,104,2.5,97,Boston Celtics,74%,112,1.57,124,221,Lose,-1,NotFav,-7,12
350,2021.01.15,Utah Jazz,Home,55%,112,1.4,116,Atlanta Hawks,45%,110,3.08,92,208,Win,0.4,Favourite,4,-18
351,2021.01.15,Oklahoma City Thunder,Home,51%,113,2.16,127,Chicago Bulls,49%,112,1.74,125,252,Win,1.16,NotFav,14,13
352,2021.01.15,Milwaukee Bucks,Home,65%,116,1.32,112,Dallas Mavericks,35%,110,3.55,109,221,Win,0.32,Favourite,-4,-1
353,2021.01.15,Sacramento Kings,Home,30%,112,3.3,100,Los Angeles Clippers,70%,120,1.36,138,238,Lose,-1,NotFav,-12,18
354,2021.01.15,Los Angeles Lakers,Home,75%,113,1.24,112,New Orleans Pelicans,25%,105,4.37,95,207,Win,0.24,Favourite,-1,-10
355,2021.01.15,Cleveland Cavaliers,Home,45%,98,2.13,106,New York Knicks,55%,100,1.76,103,209,Win,1.13,NotFav,8,3
356,2021.01.15,Boston Celtics,Home,74%,112,1.57,124,Orlando Magic,26%,104,2.5,97,221,Win,0.57,Favourite,12,-7
357,2021.01.16,Atlanta Hawks,Away,45%,115,2.63,106,Portland Trail Blazers,55%,118,1.52,112,218,Lose,-1,NotFav,-9,-6
358,2021.01.16,Charlotte Hornets,Away,45%,108,3.21,113,Toronto Raptors,55%,111,1.38,116,229,Lose,-1,NotFav,5,5
359,2021.01.16,Detroit Pistons,Away,33%,108,2.84,120,Miami Heat,67%,114,1.45,100,220,Win,1.84,NotFav,12,-14
360,2021.01.16,Houston Rockets,Away,40%,109,3.39,91,San Antonio Spurs,60%,113,1.34,103,194,Lose,-1,NotFav,-18,-10
361,2021.01.16,Orlando Magic,Away,25%,108,4.46,115,Brooklyn Nets,75%,117,1.23,122,237,Lose,-1,NotFav,7,5
362,2021.01.16,Philadelphia 76ers,Away,49%,108,2.07,104,Memphis Grizzlies,51%,109,1.8,106,210,Lose,-1,NotFav,-4,-3
363,2021.01.16,Portland Trail Blazers,Home,55%,118,1.52,112,Atlanta Hawks,45%,115,2.63,106,218,Win,0.52,Favourite,-6,-9
364,2021.01.16,Toronto Raptors,Home,55%,111,1.38,116,Charlotte Hornets,45%,108,3.21,113,229,Win,0.38,Favourite,5,5
365,2021.01.16,Miami Heat,Home,67%,114,1.45,100,Detroit Pistons,33%,108,2.84,120,220,Lose,-1,Favourite,-14,12
366,2021.01.16,San Antonio Spurs,Home,60%,113,1.34,103,Houston Rockets,40%,109,3.39,91,194,Win,0.34,Favourite,-10,-18
367,2021.01.16,Brooklyn Nets,Home,75%,117,1.23,122,Orlando Magic,25%,108,4.46,115,237,Win,0.23,Favourite,5,7
368,2021.01.16,Memphis Grizzlies,Home,51%,109,1.8,106,Philadelphia 76ers,49%,108,2.07,104,210,Win,0.8,Favourite,-3,-4
369,2021.01.17,Chicago Bulls,Away,29%,109,3.22,117,Dallas Mavericks,71%,117,1.37,101,218,Win,2.22,NotFav,8,-16
370,2021.01.17,Indiana Pacers,Away,42%,109,3.78,96,Los Angeles Clippers,58%,112,1.29,129,225,Lose,-1,NotFav,-13,17
371,2021.01.17,New Orleans Pelicans,Away,63%,117,1.71,128,Sacramento Kings,37%,112,2.21,123,251,Win,0.71,Favourite,11,11
372,2021.01.17,New York Knicks,Away,22%,102,3.51,105,Boston Celtics,78%,111,1.33,75,180,Win,2.51,NotFav,3,-36
373,2021.01.17,Utah Jazz,Away,53%,112,1.84,109,Denver Nuggets,47%,110,2.03,105,214,Win,0.84,Favourite,-3,-5
374,2021.01.17,Dallas Mavericks,Home,71%,117,1.37,101,Chicago Bulls,29%,109,3.22,117,218,Lose,-1,Favourite,-16,8
375,2021.01.17,Los Angeles Clippers,Home,58%,112,1.29,129,Indiana Pacers,42%,109,3.78,96,225,Win,0.29,Favourite,17,-13
